method,regime,num_cycles,density,samp_size,seed,d,num_nodes,threshold,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,4,0.5,5000,1,10,10,0.05,0.047619047619047616,0.9090909090909091,0.9230769230769231,1.0,0.9600000000000001,2,0.8888888888888888,1.0,0.9411764705882353,,,,0.3926107189618051,6,2,4,0.8,1,2
