method,regime,num_cycles,density,samp_size,seed,d,num_nodes,threshold,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,5,0.5,100,6,20,20,,0.0,0.5979381443298969,0.27884615384615385,0.90625,0.42647058823529416,234,0.26181818181818184,0.9,0.4056338028169015,,,,0.4055494100321084,9,5,5,0.8,1,1
