method,regime,num_cycles,density,samp_size,seed,d,num_nodes,ari_scc,precision,recall,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,easy,4,0.5,1000,0,10,10,0.15647921760391198,1.0,1.0,1.0,0.7058823529411765,0.8275862068965517,0.7619047619047619,15,0.6153846153846154,0.8888888888888888,0.7272727272727274,,,,0.08113767788745463,5,3,4,0.9,1,2
