method,regime,num_cycles,density,samp_size,seed,d,num_nodes,threshold,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,5,0.5,10000,9,20,20,,0.24,0.9736842105263158,0.9789473684210528,1.0,0.9893617021276596,2,0.9753086419753086,1.0,0.9875,,,,0.3981238990090787,11,4,5,0.7,1,6
lacerda,hard,5,0.5,50000,0,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4540307070128619,13,3,5,0.6,1,13
lacerda,hard,5,0.5,50000,1,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4536700828466564,9,6,5,0.8,1,9
lacerda,hard,5,0.5,50000,2,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.6255403361283243,10,4,5,0.75,1,10
lacerda,hard,5,0.5,50000,3,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4981340491212904,9,4,5,0.8,1,9
lacerda,hard,5,0.5,50000,4,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5322616349440068,11,4,5,0.7,1,11
lacerda,hard,5,0.5,50000,5,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.532706914935261,10,5,5,0.75,1,10
lacerda,hard,5,0.5,50000,6,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5773122729733586,9,5,5,0.8,1,9
lacerda,hard,5,0.5,50000,7,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5326905730180442,11,4,5,0.7,1,11
lacerda,hard,5,0.5,50000,8,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5534130651503801,7,6,5,0.9,1,7
lacerda,hard,5,0.5,50000,9,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4610781718511134,11,4,5,0.7,1,11
lacerda,hard,5,0.5,100000,0,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5325151709839702,13,3,5,0.6,1,13
lacerda,hard,5,0.5,100000,1,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5154011659324169,9,6,5,0.8,1,9
lacerda,hard,5,0.5,100000,2,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.6971743258181959,10,4,5,0.75,1,10
lacerda,hard,5,0.5,100000,3,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.6961711379699409,9,4,5,0.8,1,9
lacerda,hard,5,0.5,100000,4,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.6477028848603368,11,4,5,0.7,1,11
lacerda,hard,5,0.5,100000,5,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5452861990779638,10,5,5,0.75,1,10
lacerda,hard,5,0.5,100000,6,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.6584459468722343,9,5,5,0.8,1,9
lacerda,hard,5,0.5,100000,7,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.6086444049142301,11,4,5,0.7,1,11
lacerda,hard,5,0.5,100000,8,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5971937491558492,7,6,5,0.9,1,7
lacerda,hard,5,0.5,100000,9,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.7222450468689203,11,4,5,0.7,1,11
disjointcycles,hard,5,0.5,100,0,20,20,,0.0,0.0,1.0,0.0,0.0,101,1.0,0.0,0.0,,,,0.1932444078847766,13,3,5,0.6,1,20
disjointcycles,hard,5,0.5,100,1,20,20,,0.0,0.0,1.0,0.0,0.0,104,1.0,0.0,0.0,,,,0.1874016961082816,9,6,5,0.8,1,20
