method,regime,num_cycles,density,samp_size,seed,d,num_nodes,ari_scc,precision,recall,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,easy,3,0.5,500,0,10,10,0.0,1.0,1.0,1.0,0.6222222222222222,1.0,0.7671232876712328,17,0.5151515151515151,1.0,0.6799999999999999,,,,0.10239047394134104,5,4,3,0.8,1,1
