regime,n,seed,ica_runtime_sec,W_hash,method,draw,status,selection_runtime_sec,total_runtime_sec,ari,exact,partition_exact,threshold_w_used,enumeration_cap_hit,enumeration_timed_out,chosen_is_stable,enumeration_runtime_sec,enumeration_rounds,n_candidates_enumerated,n_stable_candidates,permutation_admissible,min_abs_selected_diagonal
hard,50000,2,0.058621915988624096,a26e2ae675673ed429aa08e33cf720994357f2cdaf3007baffa81c3c01f04801,enum_uniform_random,1,ok,0.015452167019248009,0.0740740830078721,1.0,1.0,1.0,0.1,False,False,False,0.015442333009559661,"[{'threshold': 0.1, 'n_candidates_enumerated': 288, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",288.0,1.0,,
hard,50000,2,0.058621915988624096,a26e2ae675673ed429aa08e33cf720994357f2cdaf3007baffa81c3c01f04801,enum_uniform_random,2,ok,0.015451957995537668,0.07407387398416176,1.0,1.0,1.0,0.1,False,False,False,0.015442333009559661,"[{'threshold': 0.1, 'n_candidates_enumerated': 288, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",288.0,1.0,,
hard,50000,2,0.058621915988624096,a26e2ae675673ed429aa08e33cf720994357f2cdaf3007baffa81c3c01f04801,enum_uniform_random,3,ok,0.015451874991413206,0.0740737909800373,1.0,1.0,1.0,0.1,False,False,False,0.015442333009559661,"[{'threshold': 0.1, 'n_candidates_enumerated': 288, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",288.0,1.0,,
hard,50000,2,0.058621915988624096,a26e2ae675673ed429aa08e33cf720994357f2cdaf3007baffa81c3c01f04801,enum_uniform_random,4,ok,0.015451833023689687,0.07407374901231378,1.0,1.0,1.0,0.1,False,False,False,0.015442333009559661,"[{'threshold': 0.1, 'n_candidates_enumerated': 288, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",288.0,1.0,,
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,ours,0,ok,4.9124995712190866e-05,0.085063208010979,1.0,1.0,1.0,0.1,False,False,,,,,,,
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,enum_first_stable,0,ok,0.19180783303454518,0.276821916049812,1.0,1.0,1.0,0.1,False,False,True,0.1917912500211969,"[{'threshold': 0.1, 'n_candidates_enumerated': 1920, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",1920.0,1.0,,
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,enum_uniform_random,0,ok,0.19182095903670415,0.27683504205197096,1.0,1.0,1.0,0.1,False,False,False,0.1917912500211969,"[{'threshold': 0.1, 'n_candidates_enumerated': 1920, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",1920.0,1.0,,
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,enum_uniform_random,1,ok,0.1918065000209026,0.2768205830361694,1.0,1.0,1.0,0.1,False,False,False,0.1917912500211969,"[{'threshold': 0.1, 'n_candidates_enumerated': 1920, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",1920.0,1.0,,
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,enum_uniform_random,2,ok,0.19180558301741257,0.2768196660326794,1.0,1.0,1.0,0.1,False,False,False,0.1917912500211969,"[{'threshold': 0.1, 'n_candidates_enumerated': 1920, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",1920.0,1.0,,
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,enum_uniform_random,3,ok,0.19180479203350842,0.2768188750487752,1.0,1.0,1.0,0.1,False,False,False,0.1917912500211969,"[{'threshold': 0.1, 'n_candidates_enumerated': 1920, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",1920.0,1.0,,
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,enum_uniform_random,4,ok,0.19180395803414285,0.27681804104940966,1.0,1.0,1.0,0.1,False,False,False,0.1917912500211969,"[{'threshold': 0.1, 'n_candidates_enumerated': 1920, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",1920.0,1.0,,
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,arbitrary_control,0,ok,3.366702003404498e-05,0.08504775003530085,0.0,0.0,0.0,,False,False,,,,,,False,1.7202041277098014e-05
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,arbitrary_control,1,ok,2.475001383572817e-05,0.08503883302910253,0.0,0.0,0.0,,False,False,,,,,,False,0.00044310705024680746
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,arbitrary_control,2,ok,2.4374981876462698e-05,0.08503845799714327,0.024390243902439025,0.0,0.0,,False,False,,,,,,False,0.0003737701487393293
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,arbitrary_control,3,ok,2.3333996068686247e-05,0.08503741701133549,0.0,0.0,0.0,,False,False,,,,,,False,0.0004917371317448878
hard,50000,3,0.0850140830152668,f959e8c06ba97772fce32dcd5172c987c90238d3f6f80fa94e6a6822b6759a94,arbitrary_control,4,ok,2.2875028662383556e-05,0.08503695804392919,0.0,0.0,0.0,,False,False,,,,,,False,0.0006940255726061901
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,enum_first_stable,0,ok,18.307362041028682,18.370180541009177,1.0,1.0,1.0,0.1,False,False,True,18.3073562909849,"[{'threshold': 0.1, 'n_candidates_enumerated': 144, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",144.0,1.0,,
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,enum_uniform_random,0,ok,18.307408416003454,18.37022691598395,1.0,1.0,1.0,0.1,False,False,False,18.3073562909849,"[{'threshold': 0.1, 'n_candidates_enumerated': 144, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",144.0,1.0,,
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,enum_uniform_random,1,ok,18.307369415997528,18.370187915978022,1.0,1.0,1.0,0.1,False,False,False,18.3073562909849,"[{'threshold': 0.1, 'n_candidates_enumerated': 144, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",144.0,1.0,,
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,enum_uniform_random,2,ok,18.30736854096176,18.370187040942255,1.0,1.0,1.0,0.1,False,False,False,18.3073562909849,"[{'threshold': 0.1, 'n_candidates_enumerated': 144, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",144.0,1.0,,
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,enum_uniform_random,3,ok,18.307366958004422,18.370185457984917,1.0,1.0,1.0,0.1,False,False,False,18.3073562909849,"[{'threshold': 0.1, 'n_candidates_enumerated': 144, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",144.0,1.0,,
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,enum_uniform_random,4,ok,18.307366415974684,18.37018491595518,1.0,1.0,1.0,0.1,False,False,False,18.3073562909849,"[{'threshold': 0.1, 'n_candidates_enumerated': 144, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",144.0,1.0,,
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,arbitrary_control,0,ok,6.470800144597888e-05,0.06288320798194036,0.0,0.0,0.0,,False,False,,,,,,False,0.0003394159982534039
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,arbitrary_control,1,ok,2.7416972443461418e-05,0.06284591695293784,0.0,0.0,0.0,,False,False,,,,,,False,0.0008931771578871448
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,arbitrary_control,2,ok,2.500001573935151e-05,0.06284349999623373,0.0,0.0,0.0,,False,False,,,,,,False,7.662794362042833e-05
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,arbitrary_control,3,ok,2.4250010028481483e-05,0.06284274999052286,0.0,0.0,0.0,,False,False,,,,,,False,0.0010346183067147328
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,arbitrary_control,4,ok,2.3792032152414322e-05,0.0628422920126468,0.0,0.0,0.0,,False,False,,,,,,False,0.000291998596583506
hard,50000,4,0.06281849998049438,e140bd70c01e67d1353674d1e2e964fef056bd189f60fb650ed959c6507e49c3,ours,0,ok,3.7165998946875334e-05,0.06285566597944126,1.0,1.0,1.0,0.1,False,False,,,,,,,
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,arbitrary_control,0,ok,5.962501745671034e-05,0.05488916701870039,0.022988505747126436,0.0,0.0,,False,False,,,,,,False,0.00015733721036747964
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,arbitrary_control,1,ok,2.9375019948929548e-05,0.05485891702119261,0.0,0.0,0.0,,False,False,,,,,,False,0.00015733721036747964
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,arbitrary_control,2,ok,2.4749955628067255e-05,0.05485429195687175,0.0,0.0,0.0,,False,False,,,,,,False,0.00102754240369927
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,arbitrary_control,3,ok,2.416700590401888e-05,0.0548537090071477,0.0,0.0,0.0,,False,False,,,,,,False,0.0003489604102344623
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,arbitrary_control,4,ok,2.3250002413988113e-05,0.05485279200365767,0.0,0.0,0.0,,False,False,,,,,,False,0.00025113382758774476
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,ours,0,ok,3.408303018659353e-05,0.054863625031430274,1.0,1.0,1.0,0.1,False,False,,,,,,,
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,enum_first_stable,0,ok,2.51111583301099,2.565945375012234,1.0,1.0,1.0,0.1,False,False,True,2.51109866698971,"[{'threshold': 0.1, 'n_candidates_enumerated': 2016, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",2016.0,1.0,,
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,enum_uniform_random,0,ok,2.51114575000247,2.5659752920037135,0.8397976391231029,0.0,0.0,0.1,False,False,False,2.51109866698971,"[{'threshold': 0.1, 'n_candidates_enumerated': 2016, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",2016.0,1.0,,
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,enum_uniform_random,1,ok,2.511112250969745,2.565941792970989,0.8397976391231029,0.0,0.0,0.1,False,False,False,2.51109866698971,"[{'threshold': 0.1, 'n_candidates_enumerated': 2016, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",2016.0,1.0,,
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,enum_uniform_random,2,ok,2.511111792002339,2.5659413340035826,0.8397976391231029,0.0,0.0,0.1,False,False,False,2.51109866698971,"[{'threshold': 0.1, 'n_candidates_enumerated': 2016, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",2016.0,1.0,,
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,enum_uniform_random,3,ok,2.51111162599409,2.5659411679953337,1.0,1.0,1.0,0.1,False,False,False,2.51109866698971,"[{'threshold': 0.1, 'n_candidates_enumerated': 2016, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",2016.0,1.0,,
hard,50000,5,0.05482954200124368,439595576122c0a909ad32939873deef8ef3d01d133e602deea338af0cbe1528,enum_uniform_random,4,ok,2.5111121259978972,2.565941667999141,1.0,1.0,1.0,0.1,False,False,False,2.51109866698971,"[{'threshold': 0.1, 'n_candidates_enumerated': 2016, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",2016.0,1.0,,
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,ours,0,ok,5.504203727468848e-05,0.05511341703822836,1.0,1.0,1.0,0.1,False,False,,,,,,,
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,enum_first_stable,0,ok,2.1678225829964504,2.222880957997404,1.0,1.0,1.0,0.1,False,False,True,2.167816416011192,"[{'threshold': 0.1, 'n_candidates_enumerated': 960, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",960.0,1.0,,
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,enum_uniform_random,0,ok,2.1678636660217308,2.2229220410226844,1.0,1.0,1.0,0.1,False,False,False,2.167816416011192,"[{'threshold': 0.1, 'n_candidates_enumerated': 960, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",960.0,1.0,,
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,enum_uniform_random,1,ok,2.167831582017243,2.2228899570181966,1.0,1.0,1.0,0.1,False,False,False,2.167816416011192,"[{'threshold': 0.1, 'n_candidates_enumerated': 960, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",960.0,1.0,,
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,enum_uniform_random,2,ok,2.1678295410238206,2.2228879160247743,1.0,1.0,1.0,0.1,False,False,False,2.167816416011192,"[{'threshold': 0.1, 'n_candidates_enumerated': 960, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",960.0,1.0,,
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,enum_uniform_random,3,ok,2.1678287080139853,2.222887083014939,1.0,1.0,1.0,0.1,False,False,False,2.167816416011192,"[{'threshold': 0.1, 'n_candidates_enumerated': 960, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",960.0,1.0,,
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,enum_uniform_random,4,ok,2.1678279159823433,2.222886290983297,1.0,1.0,1.0,0.1,False,False,False,2.167816416011192,"[{'threshold': 0.1, 'n_candidates_enumerated': 960, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",960.0,1.0,,
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,arbitrary_control,0,ok,3.687501884996891e-05,0.05509525001980364,0.0,0.0,0.0,,False,False,,,,,,False,0.0002315104913770907
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,arbitrary_control,1,ok,2.6958994567394257e-05,0.05508533399552107,0.0,0.0,0.0,,False,False,,,,,,False,0.0004445418785602996
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,arbitrary_control,2,ok,2.441700780764222e-05,0.05508279200876132,0.0,0.0,0.0,,False,False,,,,,,False,0.0014099203802272855
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,arbitrary_control,3,ok,2.3707980290055275e-05,0.05508208298124373,0.0,0.0,0.0,,False,False,,,,,,False,5.115366159046426e-05
hard,50000,6,0.055058375000953674,3d98c614dcc6eeccb292a989fd673ab6d23acb9955e13f3392b8252b25f86117,arbitrary_control,4,ok,2.358300844207406e-05,0.05508195800939575,0.0,0.0,0.0,,False,False,,,,,,False,0.0005209747317765656
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,enum_first_stable,0,ok,2.1460447079734877,2.2163796659442596,1.0,1.0,1.0,0.1,False,False,True,2.1460396249894984,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,enum_uniform_random,0,ok,2.1460809169802815,2.2164158749510534,1.0,1.0,1.0,0.1,False,False,False,2.1460396249894984,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,enum_uniform_random,1,ok,2.1460535830119625,2.2163885409827344,1.0,1.0,1.0,0.1,False,False,False,2.1460396249894984,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,enum_uniform_random,2,ok,2.1460509999888018,2.2163859579595737,1.0,1.0,1.0,0.1,False,False,False,2.1460396249894984,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,enum_uniform_random,3,ok,2.1460500829853117,2.2163850409560837,1.0,1.0,1.0,0.1,False,False,False,2.1460396249894984,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,enum_uniform_random,4,ok,2.146050165989436,2.216385123960208,1.0,1.0,1.0,0.1,False,False,False,2.1460396249894984,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,arbitrary_control,0,ok,5.3499999921768904e-05,0.07038845797069371,0.0,0.0,0.0,,False,False,,,,,,False,0.0007776982817050536
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,arbitrary_control,1,ok,2.7833040803670883e-05,0.07036279101157561,0.017521902377972465,0.0,0.0,,False,False,,,,,,False,0.0007564068059456066
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,arbitrary_control,2,ok,2.5999965146183968e-05,0.07036095793591812,0.0,0.0,0.0,,False,False,,,,,,False,0.0001977687457069204
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,arbitrary_control,3,ok,2.4250010028481483e-05,0.07035920798080042,0.0,0.0,0.0,,False,False,,,,,,False,0.00098462291189523
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,arbitrary_control,4,ok,2.3374974261969328e-05,0.07035833294503391,0.0,0.0,0.0,,False,False,,,,,,False,0.0009765072004084266
hard,50000,7,0.07033495797077194,61a9f8578891ce6ef0a917350ac57815acf995ff8c890295e6f99b35d890f9a8,ours,0,ok,3.783300053328276e-05,0.07037279097130522,1.0,1.0,1.0,0.1,False,False,,,,,,,
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,arbitrary_control,0,ok,5.76250022277236e-05,0.05849191697780043,0.0,0.0,0.0,,False,False,,,,,,False,0.0009126023671711487
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,arbitrary_control,1,ok,2.7333036996424198e-05,0.05846162501256913,0.0,0.0,0.0,,False,False,,,,,,False,0.0009437201571539679
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,arbitrary_control,2,ok,2.4833017960190773e-05,0.058459124993532896,0.0,0.0,0.0,,False,False,,,,,,False,0.0012425439730011749
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,arbitrary_control,3,ok,2.358399797230959e-05,0.058457875973545015,0.0,0.0,0.0,,False,False,,,,,,False,0.0009737958089578567
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,arbitrary_control,4,ok,2.3541972041130066e-05,0.058457833947613835,0.0,0.0,0.0,,False,False,,,,,,False,0.00030590994179577016
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,ours,0,ok,3.549997927621007e-05,0.058469791954848915,1.0,1.0,1.0,0.1,False,False,,,,,,,
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,enum_first_stable,0,ok,2.6468389999936335,2.705273291969206,1.0,1.0,1.0,0.1,False,False,True,2.646734500012826,"[{'threshold': 0.1, 'n_candidates_enumerated': 30336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",30336.0,1.0,,
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,enum_uniform_random,0,ok,2.646841416019015,2.7052757079945877,1.0,1.0,1.0,0.1,False,False,False,2.646734500012826,"[{'threshold': 0.1, 'n_candidates_enumerated': 30336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",30336.0,1.0,,
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,enum_uniform_random,1,ok,2.6468210420571268,2.7052553340326995,1.0,1.0,1.0,0.1,False,False,False,2.646734500012826,"[{'threshold': 0.1, 'n_candidates_enumerated': 30336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",30336.0,1.0,,
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,enum_uniform_random,2,ok,2.6468210000311956,2.7052552920067683,1.0,1.0,1.0,0.1,False,False,False,2.646734500012826,"[{'threshold': 0.1, 'n_candidates_enumerated': 30336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",30336.0,1.0,,
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,enum_uniform_random,3,ok,2.6468197500216775,2.70525404199725,1.0,1.0,1.0,0.1,False,False,False,2.646734500012826,"[{'threshold': 0.1, 'n_candidates_enumerated': 30336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",30336.0,1.0,,
hard,50000,8,0.058434291975572705,d0f54cb2d74c88adfaa9aaab3b2a9fd979e73d07c7ae9bcc9b4a856ebdc6e66b,enum_uniform_random,4,ok,2.646819500019774,2.7052537919953465,1.0,1.0,1.0,0.1,False,False,False,2.646734500012826,"[{'threshold': 0.1, 'n_candidates_enumerated': 30336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",30336.0,1.0,,
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,ours,0,ok,5.154102109372616e-05,0.05857524904422462,1.0,1.0,1.0,0.1,False,False,,,,,,,
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,enum_first_stable,0,ok,56.335320500948,56.39384420897113,1.0,1.0,1.0,0.1,False,False,True,56.33531104197027,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,enum_uniform_random,0,ok,56.33536908397218,56.39389279199531,1.0,1.0,1.0,0.1,False,False,False,56.33531104197027,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,enum_uniform_random,1,ok,56.335324749932624,56.393848457955755,1.0,1.0,1.0,0.1,False,False,False,56.33531104197027,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,enum_uniform_random,2,ok,56.33532308298163,56.39384679100476,1.0,1.0,1.0,0.1,False,False,False,56.33531104197027,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,enum_uniform_random,3,ok,56.335322084021755,56.393845792044885,1.0,1.0,1.0,0.1,False,False,False,56.33531104197027,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,enum_uniform_random,4,ok,56.33532129199011,56.39384500001324,1.0,1.0,1.0,0.1,False,False,False,56.33531104197027,"[{'threshold': 0.1, 'n_candidates_enumerated': 336, 'enumeration_cap_hit': False, 'enumeration_timed_out': False}]",336.0,1.0,,
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,arbitrary_control,0,ok,5.2791961934417486e-05,0.05857649998506531,0.0,0.0,0.0,,False,False,,,,,,False,0.000719257785298634
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,arbitrary_control,1,ok,2.9124959837645292e-05,0.05855283298296854,0.0,0.0,0.0,,False,False,,,,,,False,0.00024502091214932047
hard,50000,9,0.058523708023130894,27ad3215f941d2d14104a733337fb63e81204d25fa62693ac5cb9733a294c249,arbitrary_control,2,ok,2.5541987270116806e-05,0.05854925001040101,0.0,0.0,0.0,,False,False,,,,,,False,0.001760719366695711
