regime,n,seed,method,ari,exact,partition_exact,ica_runtime_sec,selection_runtime_sec,total_runtime_sec,cap_hit,timed_out,completed,selection_share,selection_over_ica,selection_dominates
unstable,50000,7,enum_first_stable,1.0,1.0,1.0,0.054905999975744635,2.1545337910065427,2.2094397909822874,False,False,True,0.975149356773676,39.24040709500479,True
unstable,50000,7,enum_uniform_random,1.0,1.0,1.0,0.054905999975744635,2.1545475082006305,2.209453508176375,False,False,True,0.9751495110566674,39.24065692551683,True
unstable,50000,7,ours,1.0,1.0,1.0,0.054905999975744635,4.020804772153497e-05,0.05494620802346617,False,False,True,0.0007317711115635697,0.0007323069926655983,False
unstable,50000,8,arbitrary_control,0.0,0.0,0.0,0.05861487501533702,3.3983204048126936e-05,0.05864885821938515,False,False,True,0.0005794350492043254,0.0005797709888357687,False
unstable,50000,8,enum_first_stable,1.0,1.0,1.0,0.05861487501533702,2.731705624028109,2.790320499043446,False,False,True,0.9789934973292742,46.60430689843385,True
unstable,50000,8,enum_uniform_random,1.0,1.0,1.0,0.05861487501533702,2.731684582622256,2.7902994576375932,False,False,True,0.9789933389210621,46.60394792119732,True
unstable,50000,8,ours,1.0,1.0,1.0,0.05861487501533702,3.6209006793797016e-05,0.05865108402213082,False,False,True,0.0006173629592273908,0.0006177443316960526,False
unstable,50000,9,arbitrary_control,0.0,0.0,0.0,0.058615791029296815,2.8458202723413707e-05,0.05864424923202023,False,False,True,0.00048526842948950734,0.00048550402926730076,False
unstable,50000,9,enum_first_stable,1.0,1.0,1.0,0.058615791029296815,56.36603837501025,56.424654166039545,False,False,True,0.9989611670306953,961.6186591568454,True
unstable,50000,9,enum_uniform_random,1.0,1.0,1.0,0.058615791029296815,56.3660524833831,56.4246682744124,False,False,True,0.9989611672904442,961.6188998492015,True
unstable,50000,9,ours,1.0,1.0,1.0,0.058615791029296815,5.220802268013358e-05,0.05866799905197695,False,False,True,0.0008898892671263571,0.0008906818753676708,False
unstable,50000,10,arbitrary_control,0.0,0.0,0.0,0.06004862498957664,2.534158993512392e-05,0.060073966579511764,False,False,True,0.00042183979813589795,0.0004220178220487607,False
unstable,50000,10,enum_first_stable,1.0,1.0,1.0,0.06004862498957664,0.210053583025001,0.2701022080145776,False,False,True,0.7776818433622884,3.498058166385367,True
unstable,50000,10,enum_uniform_random,1.0,1.0,1.0,0.06004862498957664,0.21006381683982908,0.27011244182940575,False,False,True,0.7776902663835773,3.4982285918502276,True
unstable,50000,10,ours,1.0,1.0,1.0,0.06004862498957664,3.395904786884785e-05,0.060082584037445486,False,False,True,0.0005652061810071855,0.0005655258196959968,False
unstable,50000,11,arbitrary_control,0.0,0.0,0.0,0.06249683297937736,3.124179784208536e-05,0.06252807477721944,False,False,True,0.0004996443270226438,0.0004998940962719583,False
unstable,50000,11,enum_first_stable,1.0,1.0,1.0,0.06249683297937736,60.00005608407082,60.0625529170502,False,True,True,0.998959470919165,960.0495452924723,True
unstable,50000,11,enum_uniform_random,1.0,1.0,1.0,0.06249683297937736,60.00005127483746,60.06254810781684,False,True,True,0.9989594708358495,960.0494683408392,True
unstable,50000,11,ours,1.0,1.0,1.0,0.06249683297937736,4.1041988879442215e-05,0.0625378749682568,False,False,True,0.0006562741202874971,0.0006567050988485322,False
unstable,50000,12,arbitrary_control,0.0,0.0,0.0,0.0675246249884367,2.7591385878622533e-05,0.06755221637431533,False,False,True,0.00040844530882207025,0.0004086122045601503,False
unstable,50000,12,enum_first_stable,1.0,1.0,1.0,0.0675246249884367,0.23278487398056313,0.30030949896899983,False,False,True,0.7751498862997768,3.44740713510703,True
unstable,50000,12,enum_uniform_random,1.0,1.0,1.0,0.0675246249884367,0.2327944657765329,0.3003190907649696,False,False,True,0.7751570677160793,3.4475491839665597,True
unstable,50000,12,ours,1.0,1.0,1.0,0.0675246249884367,5.187495844438672e-05,0.06757649994688109,False,False,True,0.0007676479025277033,0.0007682376385395711,False
unstable,50000,13,arbitrary_control,0.0,0.0,0.0,0.07040495797991753,3.064981428906322e-05,0.07043560779420659,False,False,True,0.0004351465863489603,0.0004353360213325579,False
unstable,50000,13,enum_first_stable,1.0,1.0,1.0,0.07040495797991753,1.0994687079801224,1.16987366596004,False,False,True,0.9398183239536889,15.616353443371665,True
unstable,50000,13,enum_uniform_random,1.0,1.0,1.0,0.07040495797991753,1.0994825415778906,1.1698874995578081,False,False,True,0.9398190355854481,15.61654992950226,True
