method,regime,num_cycles,density,samp_size,seed,d,num_nodes,ari_scc,precision,recall,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,easy,5,0.5,1000,2,10,10,1.0,0.9,1.0,0.9473684210526316,0.9393939393939394,1.0,0.96875,2,0.9130434782608695,1.0,0.9545454545454545,,,,0.09126683999784291,5,2,5,1.0,1,5
