method,regime,num_cycles,density,samp_size,seed,d,num_nodes,ari_scc,precision,recall,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,easy,4,0.8,5000,1,10,10,0.047619047619047616,1.0,1.0,1.0,0.8421052631578947,0.8648648648648649,0.8533333333333334,11,0.8125,0.896551724137931,0.8524590163934426,,,,0.11166052496992052,6,2,4,0.8,1,2
