method,regime,num_cycles,density,samp_size,seed,d,num_nodes,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,easy,5,0.3,50,0,10,10,0.0,0.4615384615384615,0.22784810126582278,0.9,0.36363636363636365,63,0.11594202898550725,0.8,0.20253164556962025,,,,0.46562941814772785,5,2,5,1.0,1,1
